,Unnamed: 0,data,label
46260,46260,i would stay in charge thereby helping z to feel safe yet at the same time be nurturing and loving,1
68181,68181,i feel bad for them when they are tired i stress when they stress about tests or homework,0
50269,50269,i feel like there are so many books that ive missed out on recently i know at one point everyone seemed to be reading gone girl except me and i really want to catch up on some reading,0
31015,31015,i feel like i can do it and some days i feel beaten before ive really started,0
38781,38781,im supposed to start relying on myself and my abilities to make good decisions and to stand by them instead of running to my friends and family every time i feel uncertain,4
57695,57695,im feeling pretty determined,1
19730,19730,i feel the rotten part of me inside me,0
29504,29504,im feeling a little low today,0
24548,24548,i appreciate you reaching out to me and making me feel valued,1
55385,55385,i was feeling nervous about posting my thoughts,4
58963,58963,im feeling super blessed that it is election day today for several reasons,1
64,64,i sakamotos skewed lies central governor had a great steampunk participatory mood and kept the basement feeling like a paranoid secret center of operations we children had illicitly discovered,4
40011,40011,im feeling amused,1
19594,19594,i feel like ive missed out on so many formative moments in her life of late,0
19578,19578,i remember feeling so mad at him yet seeing him looking so taken aback and helpless made me instantly forgive this prankster loving boyfriend of mine,3
11184,11184,i remember feeling anxious i remember feeling angry and i remember feeling sympathy and sadness,4
39470,39470,i don t feel guilty like i m not going to be able to cook for him,0
24526,24526,i feel good for the first time going up and down the court a href http www,1
51953,51953,i feel these are very worthwhile discussions i wonder why we aren t talking about another issue that is plaguing our community,1
10438,10438,im feeling so envious of the people sitting there,3
67491,67491,i am not sure i got all of my feeling about this out adequately but as i said i am in that pissed off state and i would want to exact revenge,3
21604,21604,i feel like i am being punished by god for something,0
46059,46059,i used to feel scared of lots of big things that i really want,4
33406,33406,i am feeling jaded and super tired,0
65983,65983,i wouldnt feel that devastated like before,0
61889,61889,i decided to put this in here both as a case history and because i feel like this is a very supportive community,2
1347,1347,i told her that was her problme bt i wasnt going to be snapped at or made to feel blamed that he was texting me,0
70632,70632,i am feeling so excited and so proud of all of these changes and the progress the princess has made this month i have also felt some sadness,1
56632,56632,i am sensitive to my ears feeling weird because of all the ear problems i have had over the years,4
68011,68011,i liked participating and if anything it made me feel like i was supporting a needed cause and made me feel more inspired to become more devout and get to the masjid,1
10389,10389,i feel strong fit and healthy,1
57858,57858,i feel like he gave me some amazing feedback and i made noticeable technique improvements,1
48178,48178,i feel that a violent uprising will be the better solution,3
62974,62974,i guess those tiny drop of pureness and beauty in them made me feel like hopeful they give me power like something is growing inside of me,1
36018,36018,i thought about several goals and as that began to feel overwhelming in and of itself i realized there is truly one goal that i know can improve my life and the lives of my beloved parents for whom i am caregiving,2
364,364,im feeling super exposed at the moment,1
19464,19464,i love your eyes because they speak how you really feel i love the funny parts of our day and how hard i will laugh at it,5
36776,36776,i feel so exhausted i tell myself sophie just hold on this too shall pass not my copyright definitely just take it easy and grow up,0
26917,26917,i love the images in the feeling sentimental sale a bration stamp set,0
27397,27397,i am not particularly feeling relieved because i have not been stressed about it,1
